Label,Number Of Video JPN,Number Of Video RUS,Number Of Video KOR,Number Of Video MEX,Number Of Video CAN,Number Of Video DEU,Number Of Video FRA,Number Of Video GBR,Number Of Video IND,Number Of Video USA
02:06,24,89,18,12,19,10,20,36,7,16
02:08,16,66,21,5,5,9,14,20,23,3
02:10,5,63,16,14,13,13,14,27,20,0
02:12,13,49,33,11,10,13,14,76,7,11
02:14,13,88,20,14,15,15,14,63,13,5
02:16,9,52,35,11,8,28,23,13,14,1
02:18,17,51,16,8,9,13,20,9,14,4
02:20,16,67,22,9,10,10,16,30,6,7
02:22,21,43,18,7,9,18,23,7,5,0
02:24,3,42,31,6,15,7,22,4,8,14
02:26,21,58,32,13,23,9,14,10,13,12
02:28,13,59,23,6,18,8,4,43,9,0
02:30,25,111,23,27,131,9,8,117,12,140
02:32,10,67,30,5,11,7,9,40,11,26
02:34,23,48,23,40,86,10,6,64,9,109
02:36,11,51,13,27,63,15,14,16,3,43
02:38,9,57,19,7,9,9,17,0,16,3
02:40,13,48,27,9,10,6,8,14,20,8
02:42,7,51,12,5,20,11,11,31,12,5
02:44,8,56,17,12,22,9,15,65,12,0
02:46,12,53,16,10,24,10,6,56,18,5
02:48,11,58,24,10,12,4,10,33,10,4
02:50,18,52,20,12,11,10,15,24,17,0
02:52,6,55,15,12,14,12,15,4,9,32
02:54,8,45,13,7,15,7,13,8,3,36
02:56,10,44,14,10,14,8,7,21,2,1
02:58,11,60,19,6,19,7,11,27,13,28
03:00,25,121,21,53,83,89,60,163,3,172
03:02,11,32,11,10,27,25,25,20,17,13
03:04,12,42,10,6,8,7,20,24,4,0
03:06,15,56,12,8,9,11,14,37,6,21
03:08,9,53,14,4,8,7,13,73,17,9
03:10,5,47,23,7,9,9,5,21,5,10
03:12,19,47,16,11,12,13,16,40,14,0
03:14,17,52,6,10,17,10,22,22,7,17
03:16,19,46,19,10,11,9,10,28,8,8
03:18,10,41,17,6,3,14,8,22,11,0
03:20,11,60,29,2,15,8,10,13,14,19
03:22,8,46,16,16,13,11,17,22,10,8
03:24,8,37,10,7,11,6,11,42,25,23
03:26,8,42,11,6,19,11,16,15,27,10
03:28,15,54,27,8,11,12,7,1,20,0
03:30,11,67,18,29,42,13,11,33,28,13
03:32,15,49,28,5,9,9,10,46,22,1
03:34,11,38,4,11,41,11,9,45,17,60
03:36,14,39,22,16,18,13,12,15,15,23
03:38,8,40,16,3,12,7,10,10,13,7
03:40,10,38,9,15,10,16,15,26,17,18
03:42,4,39,11,8,7,8,5,14,6,0
03:44,7,46,6,10,22,5,7,43,10,5
03:46,8,43,9,11,9,5,11,53,4,4
03:48,13,40,5,15,11,5,12,26,13,5
03:50,6,38,35,17,27,8,10,28,16,25
03:52,13,32,18,3,9,12,13,15,21,0
03:54,2,28,14,7,8,12,11,19,12,0
03:56,11,45,7,7,16,26,12,8,24,0
03:58,9,31,14,12,12,8,11,8,21,0
04:00,113,97,16,60,132,15,17,267,78,262
04:02,8,40,8,11,15,15,12,5,14,8
04:04,5,29,16,11,6,5,16,22,9,27
04:06,11,53,19,13,12,7,12,45,13,0
04:08,7,39,6,3,5,13,6,15,9,18
04:10,10,52,6,13,9,9,7,27,21,0
04:12,13,35,7,7,5,13,11,16,8,1
04:14,5,43,19,12,19,5,8,11,15,5
04:16,3,68,9,17,9,4,5,23,31,23
04:18,3,80,8,7,23,9,8,32,13,17
04:20,2,40,16,5,13,5,7,42,8,0
04:22,12,28,13,4,11,10,10,5,13,16
04:24,15,39,5,11,18,17,6,23,18,33
04:26,6,23,4,9,8,7,5,14,17,8
04:28,7,35,11,10,9,5,3,28,28,12
04:30,6,50,50,31,45,18,14,81,116,47
04:32,10,28,22,11,7,8,7,13,11,10
04:34,11,38,15,9,15,10,13,30,16,1
04:36,7,37,25,4,7,10,9,35,5,23
04:38,10,33,14,5,16,3,3,47,12,15
04:40,5,36,11,14,9,13,10,25,8,11
04:42,9,27,8,6,9,5,4,31,6,0
04:44,4,30,12,9,7,10,7,6,3,0
04:46,2,29,16,12,9,15,21,49,5,13
04:48,8,19,1,8,6,6,6,8,14,0
04:50,5,39,10,13,11,12,16,54,15,0
04:52,2,29,10,9,6,13,10,30,13,7
04:54,12,20,8,8,15,4,11,47,20,36
04:56,14,28,20,7,7,16,7,45,4,5
04:58,14,31,7,4,21,4,5,46,19,7
05:00,38,78,143,95,431,52,39,1900,84,392
05:02,10,39,16,10,23,12,12,157,15,25
05:04,13,55,19,8,21,16,8,37,10,3
05:06,9,36,11,10,8,7,10,82,5,0
05:08,8,25,8,8,16,20,20,49,9,10
05:10,7,27,17,15,33,6,4,78,15,14
05:12,15,27,8,12,29,7,5,28,20,0
05:14,3,30,8,10,8,4,8,0,15,3
05:16,15,24,13,4,12,17,16,15,7,4
05:18,5,20,12,9,14,4,5,49,15,8
05:20,6,31,6,5,5,3,4,29,12,0
05:22,14,24,13,5,17,11,14,31,9,33
05:24,1,31,11,9,19,9,9,54,3,21
05:26,5,24,12,9,10,7,13,27,14,1
05:28,4,28,17,8,14,9,7,18,4,30
05:30,6,35,18,34,73,101,63,110,40,33
05:32,8,18,8,15,37,14,10,34,8,34
05:34,7,22,8,6,19,11,16,8,11,10
05:36,6,21,15,11,14,8,11,7,9,15
05:38,11,17,12,8,16,11,14,17,8,10
05:40,11,17,7,8,25,7,11,17,6,34
05:42,8,7,13,6,16,9,5,7,6,12
05:44,8,20,5,15,14,16,8,47,4,7
05:46,4,12,4,6,11,14,9,20,18,7
05:48,7,16,4,11,26,9,9,19,5,1
05:50,8,9,11,10,15,18,11,4,5,15
05:52,1,19,12,7,20,8,11,13,24,5
05:54,3,24,18,4,24,10,5,0,7,18
05:56,12,19,17,2,21,20,14,0,10,17
05:58,10,14,10,5,19,11,9,53,3,29
06:00,36,54,49,110,275,268,238,109,50,410
06:02,3,11,11,22,34,24,14,20,11,36
06:04,11,16,21,6,25,16,9,27,6,1
06:06,9,14,2,6,21,30,19,23,26,11
06:08,5,27,14,9,24,15,5,39,14,28
06:10,11,14,20,15,26,18,9,14,14,14
06:12,14,21,18,7,10,7,10,0,23,2
06:14,7,16,7,12,23,3,2,1,13,17
06:16,9,15,11,17,28,18,5,4,9,25
06:18,10,19,7,9,21,15,10,39,8,0
06:20,13,17,3,7,34,14,8,20,10,6
06:22,8,17,20,1,10,17,9,10,9,9
06:24,8,9,7,8,32,11,11,15,12,2
06:26,7,12,8,9,23,15,10,10,10,29
06:28,12,14,8,17,27,14,3,23,19,21
06:30,24,19,75,41,160,57,49,19,35,73
06:32,15,10,4,17,26,17,8,17,12,6
06:34,11,15,7,8,18,11,7,0,9,7
06:36,7,19,9,7,28,13,4,12,14,15
06:38,20,9,8,11,15,11,6,38,13,0
06:40,10,9,12,11,12,15,5,17,3,33
06:42,11,23,14,22,34,11,4,11,10,46
06:44,10,21,10,9,21,7,10,76,16,23
06:46,16,13,5,14,28,9,8,2,16,6
06:48,18,13,15,11,22,11,9,16,11,13
06:50,13,9,10,6,27,8,5,0,16,11
06:52,11,9,12,9,26,7,1,38,17,12
06:54,7,10,13,13,17,15,14,23,19,14
06:56,22,17,18,8,16,9,6,0,18,11
06:58,9,12,5,19,19,8,15,26,16,43
07:00,102,29,104,188,590,117,176,182,117,736
07:02,26,13,11,31,32,20,14,12,19,83
07:04,17,16,13,16,37,14,12,0,28,16
07:06,27,13,11,12,20,8,12,8,12,21
07:08,16,12,12,16,23,7,10,8,12,4
07:10,21,12,9,19,23,14,9,0,12,13
07:12,11,6,6,16,40,9,9,17,16,52
07:14,18,10,19,15,31,7,13,5,27,24
07:16,7,15,19,15,37,13,14,17,7,51
07:18,21,12,13,19,28,8,7,0,20,35
07:20,21,9,9,12,37,9,6,26,17,33
07:22,7,10,21,17,31,15,9,22,28,31
07:24,11,8,17,19,30,7,5,43,19,25
07:26,14,17,18,14,57,13,7,13,17,27
07:28,15,9,7,19,44,9,5,0,12,61
07:30,21,18,57,52,134,53,41,38,101,78
07:32,8,7,20,21,20,18,17,7,26,30
07:34,5,9,7,17,18,11,14,22,27,41
07:36,9,4,6,8,17,6,7,8,13,10
07:38,11,11,25,17,37,16,10,22,17,26
07:40,19,7,22,19,20,18,8,0,23,46
07:42,9,3,11,7,36,17,7,0,31,26
07:44,18,6,15,17,30,20,23,8,23,72
07:46,10,13,22,14,40,13,4,15,37,6
07:48,12,11,17,19,14,17,3,5,13,12
07:50,14,7,18,17,29,15,8,12,13,20
07:52,12,10,22,18,22,19,12,6,37,17
07:54,27,7,5,19,37,11,16,12,15,60
07:56,31,5,20,23,31,13,11,42,16,98
07:58,18,9,22,20,32,14,12,20,27,0
08:00,149,28,289,375,796,206,131,390,160,1610
08:02,10,11,24,41,81,13,18,35,19,198
08:04,12,10,17,21,26,23,10,6,34,54
08:06,11,15,16,21,33,20,10,66,31,25
08:08,18,7,19,25,35,6,8,0,31,32
08:10,21,16,8,15,34,15,10,31,42,57
08:12,17,32,14,15,35,12,6,0,29,33
08:14,40,19,10,18,31,18,7,0,20,26
08:16,19,19,13,23,42,18,23,18,26,22
08:18,21,11,12,10,17,10,10,2,18,35
08:20,23,9,19,19,26,15,19,9,31,24
08:22,12,9,19,14,41,18,10,0,33,32
08:24,16,18,5,10,39,22,11,14,14,57
08:26,12,9,21,20,26,20,15,9,24,15
08:28,19,16,14,21,25,17,7,0,24,16
08:30,20,15,61,49,180,108,58,140,108,145
08:32,6,10,15,17,41,26,26,9,26,18
08:34,11,12,10,13,32,20,10,126,44,46
08:36,17,11,21,21,43,22,10,47,44,37
08:38,12,7,8,23,40,16,16,1,25,26
08:40,15,12,18,17,36,11,9,0,47,48
08:42,15,10,7,25,37,16,4,6,30,47
08:44,15,15,21,17,35,17,7,50,26,40
08:46,16,8,15,48,23,25,7,0,40,24
08:48,10,7,7,15,33,26,12,19,30,46
08:50,17,10,14,30,24,25,28,0,42,11
08:52,21,11,22,24,45,16,13,7,41,71
08:54,20,10,14,23,45,15,5,0,22,22
08:56,13,11,19,25,29,19,11,0,36,57
08:58,11,7,32,22,56,12,21,13,25,85
09:00,64,42,285,398,912,257,173,688,263,1250
09:02,17,19,87,33,92,19,19,16,42,162
09:04,15,11,69,24,40,19,18,30,45,47
09:06,17,10,44,33,53,26,12,12,59,68
09:08,3,7,46,18,33,18,12,25,38,84
09:10,8,11,32,36,43,21,11,53,54,67
09:12,19,19,66,25,54,30,11,0,26,84
09:14,8,6,57,25,42,20,20,15,29,44
09:16,10,6,28,18,32,30,16,6,53,27
09:18,13,14,20,42,28,30,12,0,25,51
09:20,10,15,23,42,46,23,15,8,19,30
09:22,7,4,11,29,43,25,20,0,24,65
09:24,9,8,16,25,39,23,13,9,26,64
09:26,11,13,37,40,34,41,10,0,35,4
09:28,26,11,13,20,25,11,16,1,23,37
09:30,23,33,71,92,177,168,109,84,103,275
09:32,13,15,11,27,52,19,19,2,19,84
09:34,13,3,40,20,29,73,71,38,17,30
09:36,26,14,21,30,42,64,58,17,23,37
09:38,25,11,34,27,40,26,7,0,44,41
09:40,27,13,35,40,26,14,21,36,17,1
09:42,10,13,37,30,52,17,15,6,16,37
09:44,16,11,15,38,51,25,21,13,44,76
09:46,16,10,23,22,24,43,23,0,20,41
09:48,14,7,11,19,35,26,22,6,31,27
09:50,18,13,20,33,45,21,15,19,37,20
09:52,9,16,23,26,38,20,19,0,40,35
09:54,20,18,22,35,36,21,26,0,36,23
09:56,7,14,23,28,44,30,24,0,43,49
09:58,18,15,15,33,77,21,34,11,67,87
10:00,169,91,312,374,1302,405,310,602,775,1566
10:02,13,14,15,69,114,43,41,0,58,211
10:04,16,19,37,50,90,36,32,26,37,142
10:06,16,13,14,38,66,43,25,12,50,57
10:08,21,18,27,42,79,27,14,35,50,90
10:10,6,19,19,34,64,15,11,0,51,30
10:12,17,18,37,48,70,26,29,0,43,49
10:14,17,12,26,33,66,39,32,22,44,79
10:16,15,21,24,30,79,19,37,3,36,65
10:18,12,14,27,49,48,31,29,0,34,67
10:20,13,10,36,38,73,38,22,11,48,54
10:22,18,12,48,34,55,13,30,11,39,23
10:24,24,14,32,43,51,15,25,27,53,34
10:26,27,13,15,27,62,20,35,0,32,39
10:28,34,14,26,29,64,29,33,30,51,70
10:30,40,44,71,103,264,121,147,16,256,162
10:32,46,17,14,30,63,15,22,0,47,68
10:34,29,9,26,37,57,45,42,25,41,41
10:36,25,13,21,33,46,22,24,0,69,33
10:38,12,13,38,39,55,16,46,46,36,64
10:40,14,18,36,44,63,23,38,38,61,38
10:42,25,15,37,30,59,29,37,6,30,102
10:44,20,15,40,45,68,25,26,2,39,74
10:46,15,21,23,36,37,34,31,0,40,42
10:48,6,15,22,39,49,30,39,24,46,94
10:50,19,17,22,26,44,42,39,0,62,22
10:52,13,20,31,40,32,26,34,11,54,34
10:54,19,14,31,33,40,30,47,0,56,62
10:56,15,11,38,34,109,33,45,19,67,58
10:58,11,21,17,37,138,38,38,0,38,151
11:00,73,361,189,601,1787,510,486,388,385,1964
11:02,16,17,31,61,156,45,61,3,85,283
11:04,15,23,23,39,107,31,33,34,93,125
11:06,19,15,12,43,95,24,34,14,52,62
11:08,14,21,24,51,79,18,36,22,62,70
11:10,23,12,44,45,80,34,33,29,55,100
11:12,18,18,29,54,67,20,19,9,55,46
11:14,13,10,31,47,86,30,30,0,71,53
11:16,20,21,43,61,79,28,29,0,64,56
11:18,14,13,34,30,71,25,39,15,64,44
11:20,6,25,37,50,80,12,38,26,42,48
11:22,18,20,17,43,48,46,38,6,21,30
11:24,17,7,23,51,69,33,21,57,80,21
11:26,23,14,32,49,55,27,33,13,48,36
11:28,11,24,38,36,58,34,29,43,53,30
11:30,37,62,82,129,255,279,94,41,105,200
11:32,13,13,42,40,51,16,45,19,94,71
11:34,20,19,29,56,40,28,31,12,40,3
11:36,18,13,32,49,36,25,39,7,62,42
11:38,22,14,41,42,44,33,32,0,62,52
11:40,17,12,26,51,40,27,42,21,46,83
11:42,21,27,36,44,54,32,25,7,65,113
11:44,28,20,45,45,55,42,32,7,52,38
11:46,15,16,24,54,72,29,41,0,39,73
11:48,15,9,45,39,55,16,40,22,50,70
11:50,29,13,29,43,42,42,14,0,66,50
11:52,22,22,28,48,49,28,35,16,57,37
11:54,36,22,30,45,74,21,43,0,102,56
11:56,22,14,37,56,66,33,40,43,57,47
11:58,30,26,29,57,77,57,45,48,92,51
12:00,412,298,479,492,887,777,573,356,392,1139
12:02,39,20,72,78,136,70,79,12,98,148
12:04,25,18,52,69,57,51,75,19,94,40
12:06,25,35,50,59,67,34,61,78,50,42
12:08,29,20,46,73,59,31,64,4,51,83
12:10,10,27,23,64,74,30,52,2,70,138
12:12,26,21,56,60,43,36,60,12,68,23
12:14,18,19,44,71,55,34,37,7,49,76
12:16,23,13,37,65,60,42,38,0,65,48
12:18,14,19,29,75,72,43,52,21,53,63
12:20,8,21,36,58,57,37,61,0,73,61
12:22,19,22,36,66,56,44,44,25,77,43
12:24,27,32,21,58,40,32,52,0,59,54
12:26,6,22,38,50,48,29,50,4,54,90
12:28,17,22,37,62,57,27,30,76,65,89
12:30,24,62,67,245,267,220,99,37,150,322
12:32,12,32,41,73,48,29,46,27,52,56
12:34,28,21,34,72,39,49,43,12,71,68
12:36,10,22,44,42,47,35,51,54,51,50
12:38,12,14,31,71,44,43,40,11,93,27
12:40,21,17,33,50,45,28,38,4,81,61
12:42,10,30,20,44,35,29,47,75,56,16
12:44,18,32,30,48,41,32,40,38,54,41
12:46,7,18,40,59,53,28,35,7,41,50
12:48,15,30,35,50,41,39,31,0,37,29
12:50,11,26,23,52,67,34,35,9,39,26
12:52,6,31,50,43,49,35,31,21,86,29
12:54,10,26,43,54,47,47,47,0,54,21
12:56,9,37,27,53,55,51,41,11,69,22
12:58,12,28,29,43,59,49,36,41,75,42
13:00,73,225,126,391,592,561,201,637,228,524
13:02,17,47,37,72,66,60,55,126,54,66
13:04,12,32,24,74,102,44,30,59,66,90
13:06,8,23,14,66,72,47,22,20,117,85
13:08,3,33,36,75,52,29,44,52,78,57
13:10,4,32,26,72,59,64,36,44,62,117
13:12,10,25,23,68,50,31,28,18,67,42
13:14,16,34,30,56,44,41,22,14,55,36
13:16,7,27,45,72,50,33,49,39,67,34
13:18,8,22,35,72,42,38,31,59,56,57
13:20,5,29,32,67,40,38,31,27,53,35
13:22,8,29,45,59,74,34,24,31,46,93
13:24,11,28,51,61,36,43,26,17,37,69
13:26,8,19,46,56,39,47,27,41,52,51
13:28,14,26,25,57,46,33,32,54,68,102
13:30,18,79,56,165,101,214,75,100,120,104
13:32,13,31,31,55,52,48,22,11,41,54
13:34,18,33,31,75,57,35,39,24,70,50
13:36,11,31,38,69,48,44,29,34,83,43
13:38,12,30,17,60,57,24,42,1,38,69
13:40,14,22,48,55,35,42,33,10,58,48
13:42,8,33,47,52,37,50,29,12,73,65
13:44,9,28,44,60,32,27,48,55,69,13
13:46,8,33,34,45,59,45,41,0,49,12
13:48,18,35,38,64,50,49,36,14,48,51
13:50,12,33,68,57,39,43,36,25,68,49
13:52,12,31,31,59,46,17,32,40,31,33
13:54,11,35,20,49,41,39,35,73,76,41
13:56,8,32,34,54,47,32,24,40,73,62
13:58,11,37,24,66,69,41,45,46,60,98
14:00,56,340,238,612,1082,910,507,1194,248,855
14:02,9,66,57,92,104,73,47,76,64,185
14:04,12,108,49,76,68,80,35,37,90,57
14:06,21,71,33,76,68,48,33,103,68,92
14:08,16,55,37,68,55,43,20,71,65,75
14:10,20,43,39,77,70,140,40,41,71,51
14:12,20,32,40,82,50,51,32,46,62,56
14:14,19,31,42,45,55,43,33,5,44,15
14:16,18,37,41,77,65,57,42,70,49,81
14:18,10,55,38,52,43,48,38,17,63,14
14:20,6,26,54,63,63,39,51,6,54,74
14:22,18,43,40,59,43,42,37,10,50,45
14:24,20,44,45,49,28,37,31,2,58,30
14:26,16,35,46,64,81,62,58,8,53,43
14:28,15,31,47,70,43,53,52,0,64,53
14:30,29,126,66,169,208,208,85,73,181,163
14:32,23,32,62,76,65,59,27,11,49,36
14:34,9,20,50,71,62,41,44,0,61,32
14:36,28,35,38,71,65,44,37,46,56,48
14:38,17,27,27,57,61,39,37,11,70,30
14:40,9,28,26,71,76,59,38,36,40,19
14:42,31,31,36,73,69,47,31,67,73,48
14:44,10,37,48,75,46,45,52,52,40,64
14:46,16,29,39,61,71,38,37,31,34,51
14:48,14,28,42,71,80,53,47,9,55,22
14:50,15,28,28,76,55,40,29,35,70,22
14:52,8,31,51,62,54,42,48,46,48,30
14:54,9,36,34,61,64,58,40,51,39,13
14:56,11,29,47,53,53,47,30,56,45,66
14:58,14,42,45,63,53,57,44,117,55,23
15:00,99,342,328,383,453,933,382,1422,156,353
15:02,11,49,37,114,95,108,58,147,65,124
15:04,21,47,37,99,87,91,34,16,42,27
15:06,14,50,53,75,67,69,39,65,46,53
15:08,16,50,36,80,61,61,39,41,87,58
15:10,14,49,48,71,56,178,39,96,65,63
15:12,14,46,33,73,65,71,36,54,68,58
15:14,18,45,28,54,58,55,64,36,74,62
15:16,9,39,27,55,95,94,61,35,78,83
15:18,10,47,56,64,63,77,52,31,49,60
15:20,18,45,46,56,57,67,45,11,56,23
15:22,15,53,32,68,57,73,36,3,61,24
15:24,15,40,27,58,51,44,34,98,27,29
15:26,15,41,35,63,44,52,35,13,45,71
15:28,16,34,37,79,40,49,37,63,48,54
15:30,32,94,73,157,209,212,283,104,102,108
15:32,15,43,51,51,66,49,37,6,67,33
15:34,14,46,46,70,49,55,42,56,61,22
15:36,6,45,41,57,40,31,43,57,48,29
15:38,12,32,32,74,44,47,31,60,52,47
15:40,14,50,44,84,42,44,33,96,53,15
15:42,20,60,35,80,48,36,51,65,54,39
15:44,28,32,52,62,33,47,50,73,48,22
15:46,22,36,42,78,50,43,44,14,57,16
15:48,12,64,46,60,33,40,51,0,78,50
15:50,16,44,29,88,63,50,62,25,56,46
15:52,9,43,42,69,45,62,37,7,70,66
15:54,23,38,38,77,38,54,32,11,39,10
15:56,8,46,30,88,41,54,48,32,76,51
15:58,18,50,40,74,56,54,43,26,62,43
16:00,170,390,609,579,714,1344,749,1397,306,783
16:02,28,71,45,99,93,92,68,144,93,151
16:04,18,54,47,73,64,75,44,82,66,35
16:06,22,47,45,64,72,147,71,72,57,72
16:08,10,51,48,74,42,46,53,29,75,14
16:10,11,33,40,79,56,47,54,51,74,44
16:12,19,62,52,72,65,54,45,22,51,134
16:14,18,49,72,81,80,57,61,122,38,70
16:16,15,46,51,79,70,89,50,51,78,57
16:18,22,50,45,105,45,89,44,41,61,42
16:20,21,47,46,58,57,63,49,51,51,33
16:22,23,44,22,48,52,57,52,1,45,42
16:24,16,34,83,65,59,55,49,40,38,35
16:26,15,56,56,65,54,60,55,11,48,23
16:28,23,60,59,68,66,57,49,15,50,65
16:30,51,97,109,189,85,321,231,146,134,80
16:32,19,68,41,81,71,78,62,29,49,32
16:34,31,52,50,76,48,57,65,48,74,33
16:36,34,65,33,58,35,48,56,51,86,37
16:38,18,62,42,64,54,48,52,79,52,48
16:40,11,53,50,76,32,57,38,42,55,29
16:42,17,44,60,60,65,58,37,26,24,24
16:44,23,53,63,63,60,55,35,30,57,46
16:46,18,46,58,69,55,66,51,66,50,33
16:48,20,43,41,69,59,38,71,54,49,32
16:50,23,54,84,67,61,49,63,47,48,9
16:52,9,45,34,57,55,43,58,39,30,29
16:54,20,36,54,69,47,48,72,58,49,51
16:56,23,59,38,87,90,43,78,91,51,103
16:58,30,53,60,77,73,58,98,72,72,55
17:00,474,291,680,499,617,917,1690,2211,503,598
17:02,33,81,101,73,52,130,178,212,141,72
17:04,34,59,53,92,49,92,121,100,67,61
17:06,19,63,64,50,51,59,91,206,76,46
17:08,25,50,59,75,52,70,86,188,89,30
17:10,20,58,51,63,73,58,77,26,53,62
17:12,18,52,66,68,48,52,72,46,51,49
17:14,16,58,66,73,49,78,84,24,45,44
17:16,24,60,66,84,83,64,88,61,55,41
17:18,25,58,70,66,46,54,75,96,51,38
17:20,25,45,78,84,42,57,93,100,74,41
17:22,27,49,33,57,44,43,69,28,45,6
17:24,36,69,97,82,35,47,66,39,32,41
17:26,11,64,85,73,55,55,89,63,46,58
17:28,27,56,55,75,56,70,78,42,67,27
17:30,87,123,152,146,110,418,712,152,165,87
17:32,27,39,57,74,63,61,92,34,74,76
17:34,51,48,68,59,41,64,74,0,37,44
17:36,35,47,59,62,59,57,87,42,48,18
17:38,41,52,41,69,41,45,78,17,85,28
17:40,32,64,57,108,52,67,58,21,52,63
17:42,21,56,63,103,39,52,68,10,81,30
17:44,26,39,61,111,54,69,104,20,76,36
17:46,25,56,61,72,39,54,96,58,92,50
17:48,24,67,41,64,23,46,87,64,54,3
17:50,35,48,67,68,41,55,89,24,44,36
17:52,22,73,62,93,57,68,97,49,78,9
17:54,23,50,43,74,36,78,66,18,74,64
17:56,20,58,59,95,39,55,133,27,69,21
17:58,20,72,38,71,41,104,136,26,93,65
18:00,914,550,1123,471,144,1640,2719,860,611,274
18:02,54,105,84,95,62,157,256,124,141,35
18:04,39,109,79,96,41,110,196,119,70,28
18:06,41,82,65,76,49,99,180,47,77,40
18:08,16,99,79,87,38,88,133,78,53,65
18:10,41,62,80,74,50,76,124,150,47,75
18:12,28,73,63,80,42,83,108,37,58,13
18:14,32,79,81,87,47,70,129,90,73,58
18:16,30,56,75,79,59,69,110,12,64,15
18:18,25,46,73,72,33,75,99,24,81,52
18:20,33,73,57,93,53,70,163,21,100,50
18:22,31,53,72,58,56,58,100,41,94,44
18:24,29,61,67,70,33,64,102,33,72,23
18:26,34,55,54,76,58,66,94,13,51,35
18:28,23,62,62,66,45,79,99,53,64,42
18:30,186,111,178,184,53,458,619,298,203,57
18:32,40,62,79,89,35,80,118,18,80,66
18:34,31,54,91,76,34,90,88,90,61,37
18:36,38,79,85,73,42,60,82,43,68,40
18:38,33,69,66,70,28,59,77,32,59,13
18:40,40,60,60,95,26,55,73,27,99,39
18:42,20,80,46,52,45,63,90,7,75,36
18:44,30,57,82,62,23,84,88,17,67,36
18:46,26,49,63,73,28,76,78,46,91,45
18:48,17,73,56,82,28,62,94,45,66,14
18:50,17,64,57,66,38,71,84,32,59,59
18:52,20,64,58,86,36,70,73,79,39,44
18:54,29,77,69,72,37,64,96,36,92,38
18:56,24,83,91,83,26,81,104,25,83,42
18:58,42,76,59,81,28,91,81,82,55,13
19:00,1010,415,567,410,159,885,659,388,352,174
19:02,85,74,140,86,36,113,122,84,96,24
19:04,55,64,66,80,24,90,76,31,78,24
19:06,61,64,94,87,36,76,83,67,67,44
