Label,Number Of Video JPN,Number Of Video RUS,Number Of Video KOR,Number Of Video MEX,Number Of Video CAN,Number Of Video DEU,Number Of Video FRA,Number Of Video GBR,Number Of Video IND,Number Of Video USA
10:12,30,37,48,74,124,52,52,6,84,92
10:16,30,32,52,69,147,51,66,19,78,155
10:20,25,26,63,85,125,63,56,11,85,91
10:24,47,25,77,69,111,28,48,38,81,56
10:28,68,45,60,83,204,90,111,42,140,157
10:32,80,42,68,107,233,109,132,15,266,177
10:36,51,26,59,75,110,54,77,29,98,109
10:40,30,24,70,82,125,44,71,75,96,96
10:44,33,39,73,75,124,53,60,2,77,158
10:48,30,31,45,75,80,73,80,24,91,133
10:52,32,36,58,68,79,63,65,11,116,78
10:56,22,29,59,70,205,61,98,19,118,164
11:00,91,383,214,642,1942,553,548,388,457,2193
11:04,34,36,41,96,217,68,63,51,143,287
11:08,38,36,54,89,155,45,65,41,115,163
11:12,27,26,78,103,157,47,51,19,131,109
11:16,35,37,61,102,150,54,70,15,118,106
11:20,22,43,67,90,150,58,79,26,85,67
11:24,42,18,42,102,116,72,48,63,118,61
11:28,42,66,107,105,209,178,101,60,116,156
11:32,40,54,95,138,213,172,105,59,179,164
11:36,37,27,56,103,66,55,69,16,115,62
11:40,42,35,71,100,90,56,68,28,105,171
11:44,42,36,77,93,122,83,68,7,110,161
11:48,34,28,73,87,114,45,67,22,110,94
11:52,61,34,57,92,106,61,63,16,135,113
11:56,53,44,67,102,133,72,82,74,142,97
12:00,447,322,523,565,1009,851,643,373,504,1242
12:04,60,43,115,136,152,95,139,100,160,137
12:08,44,49,87,128,129,62,117,13,119,212
12:12,38,49,86,124,104,68,99,21,117,79
12:16,43,31,65,144,130,86,82,21,117,121
12:20,19,35,79,123,104,70,118,0,125,96
12:24,41,62,45,123,103,75,102,25,133,109
12:28,32,57,91,210,209,143,90,101,161,286
12:32,39,79,92,229,211,167,130,55,174,279
12:36,35,36,86,108,82,83,86,65,124,111
12:40,31,42,52,112,87,64,88,58,165,78
12:44,22,52,62,94,79,61,82,66,101,90
12:48,25,56,71,109,98,68,73,0,75,52
12:52,16,53,80,100,116,77,61,30,142,51
12:56,23,68,59,104,111,102,88,14,123,59
13:00,89,256,165,447,650,621,248,752,304,545
13:04,23,71,47,137,165,86,65,108,165,192
13:08,7,59,59,154,117,88,68,104,157,136
13:12,16,57,56,135,99,80,61,41,126,152
13:16,21,57,75,137,103,75,81,63,112,52
13:20,15,52,61,125,99,74,55,81,106,115
13:24,23,57,103,119,95,79,53,55,75,134
13:28,20,73,77,144,107,164,77,117,164,185
13:32,35,89,77,198,141,169,82,81,126,132
13:36,24,57,68,132,99,79,65,43,151,91
13:40,23,60,60,117,91,90,73,11,116,144
13:44,20,63,96,109,74,70,85,67,128,43
13:48,31,62,80,114,98,89,74,25,103,83
13:52,20,70,83,102,77,55,62,127,104,87
13:56,21,71,55,122,91,73,61,52,140,119
14:00,60,377,268,695,1200,965,556,1304,320,1012
14:04,32,192,108,150,145,138,84,105,153,183
14:08,35,115,66,148,123,94,50,136,119,162
14:12,41,57,92,143,110,197,69,59,134,75
14:16,33,81,73,125,114,99,72,73,95,101
14:20,11,75,103,112,103,86,94,23,112,88
14:24,41,84,82,125,93,88,76,12,122,99
14:28,41,111,109,174,185,155,115,10,136,119
14:32,39,108,122,200,198,210,100,82,200,139
14:36,45,55,61,131,119,93,82,57,126,98
14:40,32,52,66,144,152,103,75,47,118,58
14:44,31,73,83,143,118,83,77,139,89,89
14:48,35,57,83,135,139,93,83,15,105,68
14:52,18,58,70,128,120,96,82,88,97,62
14:56,18,71,83,113,112,94,75,157,91,89
15:00,114,379,383,474,525,1026,443,1558,232,417
15:04,30,107,75,197,172,176,77,123,87,112
15:08,33,98,88,154,124,117,77,107,144,125
15:12,27,92,69,129,115,246,71,125,133,101
15:16,27,89,68,111,166,163,130,84,139,172
15:20,28,86,93,130,102,136,89,14,128,49
15:24,38,95,64,127,118,118,75,98,63,96
15:28,37,111,95,200,165,151,160,113,95,133
15:32,38,104,103,150,185,205,234,123,182,103
15:36,17,80,82,132,83,90,80,63,111,61
15:40,33,99,68,163,83,77,65,211,101,58
15:44,51,81,95,137,95,98,109,92,98,49
15:48,26,99,81,143,76,76,96,8,133,69
15:52,32,86,82,144,116,111,86,40,122,101
15:56,19,90,66,167,71,117,81,46,118,74
16:00,205,454,656,670,793,1418,814,1516,389,870
16:04,29,106,90,147,155,163,100,159,145,157
16:08,32,102,79,140,107,174,113,71,128,68
16:12,36,98,102,153,110,99,116,63,122,180
16:16,29,92,116,183,143,165,103,190,112,131
16:20,52,93,91,129,111,140,92,75,103,61
16:24,33,83,119,132,114,111,104,52,89,72
16:28,60,144,147,202,133,218,177,97,108,118
16:32,49,145,117,202,136,299,225,118,176,84
16:36,67,113,81,128,76,93,118,120,163,66
16:40,25,106,85,132,98,117,75,84,101,79
16:44,43,100,139,133,120,125,78,87,78,81
16:48,37,100,99,138,119,81,125,108,98,52
16:52,32,83,115,123,104,98,128,58,77,54
16:56,41,97,81,168,159,93,159,200,108,170
17:00,514,377,782,566,676,1030,1849,2274,632,664
17:04,55,123,127,148,111,170,243,395,177,118
17:08,48,107,105,127,92,129,172,270,150,61
17:12,38,105,131,134,122,109,142,87,93,115
17:16,44,117,133,173,135,141,183,81,105,92
17:20,46,108,138,133,80,97,158,197,116,58
17:24,60,124,152,141,90,101,154,96,84,74
17:28,66,143,166,181,125,268,385,134,139,76
17:32,101,133,151,183,147,339,558,115,199,166
17:36,86,95,139,130,100,113,183,42,115,55
17:40,63,117,98,191,94,120,131,38,123,86
17:44,51,88,139,210,94,117,195,88,174,84
17:48,52,123,92,133,63,110,161,66,113,37
17:52,52,124,117,160,89,124,187,71,143,54
17:56,35,109,101,168,84,155,214,45,159,98
18:00,963,654,1200,558,186,1771,2944,925,753,335
18:04,89,198,146,173,108,236,407,241,146,57
18:08,40,172,143,158,75,152,275,174,122,76
18:12,66,144,149,164,111,166,229,188,119,114
18:16,61,116,136,164,94,148,227,29,126,65
18:20,61,126,146,162,88,139,258,64,209,114
18:24,66,115,123,138,95,126,207,54,132,54
18:28,126,139,172,191,98,308,394,152,153,82
18:32,156,148,211,217,78,376,528,288,254,126
18:36,68,146,165,146,75,146,166,77,127,59
18:40,61,132,123,160,62,123,152,51,153,54
18:44,58,111,140,131,63,152,175,28,160,86
18:48,35,146,117,138,55,130,177,97,148,52
18:52,44,117,104,152,70,134,154,130,108,115
18:56,59,161,178,169,64,160,194,78,167,59
19:00,1076,502,685,492,192,988,779,468,430,190
19:04,121,123,153,171,68,181,164,70,145,79
19:08,104,158,170,163,63,135,176,168,133,42
19:12,74,116,200,171,73,138,168,123,163,68
19:16,87,162,156,157,71,122,180,121,172,138
19:20,58,133,160,148,71,131,128,82,123,71
19:24,54,145,116,161,87,106,147,117,151,66
19:28,142,153,177,189,91,230,261,187,208,80
19:32,147,151,195,163,101,280,244,164,366,106
19:36,47,140,155,155,101,129,144,116,120,75
19:40,57,124,113,149,42,124,132,84,148,70
19:44,57,141,140,149,70,90,137,73,137,112
19:48,75,132,139,171,74,135,131,78,143,32
19:52,59,136,132,156,57,114,133,69,148,54
19:56,58,124,165,147,50,100,126,89,148,65
20:00,835,577,504,498,422,702,521,493,475,277
20:04,77,167,149,181,119,188,182,88,181,73
20:08,85,149,177,157,76,160,134,65,161,23
20:12,71,141,176,144,87,136,138,102,159,138
20:16,76,160,151,177,108,162,159,75,182,64
20:20,68,151,124,145,65,123,151,108,155,68
20:24,58,147,121,158,93,122,140,39,139,67
20:28,95,209,206,209,108,191,206,238,168,136
20:32,76,197,210,211,118,179,211,114,403,125
20:36,44,172,114,197,65,108,121,38,125,38
20:40,61,138,125,195,92,94,108,75,102,25
20:44,58,173,149,157,69,110,129,117,139,65
20:48,56,134,123,128,72,103,108,43,90,56
20:52,40,162,144,159,49,102,95,84,99,30
20:56,64,156,162,149,71,93,122,128,98,66
21:00,452,528,451,356,190,535,295,242,194,194
21:04,84,214,164,180,102,126,104,144,116,40
21:08,62,174,152,166,97,94,168,79,101,71
21:12,54,139,134,184,79,110,128,179,130,56
21:16,92,135,131,173,52,107,169,135,146,97
21:20,55,156,105,169,54,107,152,71,114,26
21:24,53,155,126,166,93,96,154,53,150,63
21:28,81,217,154,149,51,160,193,89,106,51
21:32,67,204,146,187,95,161,200,176,222,83
21:36,61,147,114,149,64,88,140,26,113,47
21:40,44,185,124,198,68,94,143,29,108,26
21:44,70,178,138,157,61,114,189,76,162,21
21:48,52,152,103,158,83,162,161,66,111,66
21:52,51,183,91,139,53,119,135,135,117,51
21:56,55,206,80,132,56,98,112,27,172,48
22:00,265,840,450,279,143,319,234,486,484,50
22:04,102,267,130,195,60,129,133,101,109,43
22:08,84,194,95,142,83,184,142,73,87,42
22:12,56,218,90,152,53,115,106,74,108,31
22:16,82,236,124,132,71,219,163,48,73,36
22:20,70,215,91,120,51,171,130,90,94,29
22:24,77,165,85,119,59,96,115,88,89,25
22:28,69,212,110,191,181,151,99,107,107,56
22:32,88,222,115,170,161,120,112,100,326,73
22:36,52,178,108,156,66,90,100,57,99,9
22:40,48,198,108,120,60,88,119,46,100,54
22:44,79,189,115,128,69,90,128,111,142,92
22:48,59,174,108,121,59,82,105,69,130,28
22:52,43,182,95,127,64,109,120,43,82,45
22:56,49,202,61,102,74,80,110,51,81,90
23:00,144,637,144,380,510,247,189,274,199,1202
23:04,92,284,87,110,86,99,90,92,69,74
23:08,57,187,79,125,79,126,150,45,54,105
23:12,58,217,58,74,55,63,76,71,51,74
23:16,83,218,83,78,57,188,140,21,47,29
23:20,55,203,56,82,46,132,109,20,54,27
23:24,52,187,84,87,62,79,91,25,53,36
23:28,62,184,97,90,126,119,90,99,94,45
23:32,64,185,110,104,111,135,95,68,133,55
23:36,55,163,108,84,53,70,79,73,44,40
23:40,58,175,94,75,47,72,80,35,26,53
23:44,64,149,90,79,39,92,85,106,91,21
23:48,41,152,62,68,44,55,83,103,79,36
23:52,67,152,82,60,41,57,79,81,26,38
23:56,46,183,88,51,43,92,90,31,69,27
