Label,Number Of Video JPN,Number Of Video RUS,Number Of Video KOR,Number Of Video MEX,Number Of Video CAN,Number Of Video DEU,Number Of Video FRA,Number Of Video GBR,Number Of Video IND,Number Of Video USA
06:32,15,31,51,23,21,22,20,18,98,21
06:34,14,33,46,24,19,17,14,6,94,8
06:36,6,31,41,34,18,11,8,20,50,21
06:38,12,30,32,19,28,15,11,36,51,1
06:40,14,22,44,29,26,14,5,17,70,6
06:42,20,33,35,14,9,11,6,11,68,3
06:44,28,28,52,21,24,18,12,34,49,24
06:46,22,33,42,17,21,14,3,2,65,3
06:48,12,35,46,20,16,21,4,15,53,24
06:50,16,33,29,15,14,16,13,12,73,14
06:52,9,31,42,14,23,21,11,34,77,10
06:54,23,35,38,15,3,11,16,23,59,7
06:56,8,32,30,18,13,10,10,21,54,20
06:58,18,37,40,13,14,10,17,26,65,0
07:00,170,340,609,107,131,242,153,261,150,257
07:02,28,66,45,30,23,8,18,25,52,36
07:04,18,108,47,27,15,17,6,0,71,0
07:06,22,71,45,26,19,27,10,8,51,15
07:08,10,55,48,13,10,4,9,8,93,9
07:10,11,43,40,18,12,20,14,0,81,8
07:12,19,32,52,15,4,4,7,0,56,0
07:14,18,31,72,12,12,25,10,5,54,16
07:16,15,37,51,21,18,27,18,0,41,26
07:18,22,55,45,14,14,17,9,0,37,7
07:20,21,26,46,19,9,11,15,0,39,5
07:22,23,43,22,19,13,20,9,19,86,0
07:24,16,44,83,8,11,30,11,19,54,16
07:26,15,35,56,16,28,22,10,13,69,18
07:28,23,31,59,10,11,12,12,0,75,12
07:30,51,126,109,31,56,122,64,61,228,70
07:32,19,32,41,9,9,25,21,6,54,7
07:34,31,20,50,14,29,31,27,57,66,28
07:36,34,35,33,14,45,38,25,26,117,26
07:38,18,27,42,19,13,19,12,22,78,5
07:40,11,28,50,15,5,8,12,0,62,7
07:42,17,31,60,12,10,19,5,0,67,6
07:44,23,37,63,21,18,20,12,8,55,0
07:46,18,29,58,13,24,25,15,15,67,6
07:48,20,28,41,21,16,23,14,5,56,6
07:50,23,28,84,15,13,23,25,0,53,0
07:52,9,31,34,14,15,20,18,13,46,45
07:54,20,36,54,11,15,19,16,12,37,51
07:56,23,29,38,8,18,16,13,21,52,4
07:58,30,42,60,13,17,15,23,33,68,18
08:00,474,342,680,71,110,290,222,316,120,279
08:02,33,49,101,12,15,27,21,23,41,12
08:04,34,47,53,8,9,27,25,6,70,5
08:06,19,50,64,10,19,34,19,66,83,31
08:08,25,50,59,5,9,23,13,5,38,3
08:10,20,49,51,11,13,16,6,61,58,0
08:12,18,46,66,11,14,35,17,0,73,11
08:14,16,45,66,14,13,24,29,14,69,5
08:16,24,39,66,6,7,26,30,18,49,1
08:18,25,47,70,7,9,30,22,2,48,4
08:20,25,45,78,8,8,31,13,17,68,26
08:22,27,53,33,13,8,22,29,0,31,0
08:24,36,40,97,8,11,14,15,14,76,14
08:26,11,41,85,8,26,38,19,9,73,20
08:28,27,34,55,8,15,12,23,0,60,0
08:30,87,94,152,22,114,158,120,128,248,128
08:32,27,43,57,6,15,18,24,9,64,26
08:34,51,46,68,36,83,62,65,102,90,110
08:36,35,45,59,24,38,49,44,37,68,28
08:38,41,32,41,4,6,22,25,1,65,3
08:40,32,50,57,16,15,20,28,36,71,25
08:42,21,60,63,5,16,26,22,12,62,5
08:44,26,32,61,13,25,28,20,50,44,0
08:46,25,36,61,10,23,45,21,0,49,9
08:48,24,64,41,13,5,36,32,19,63,4
08:50,35,44,67,13,14,23,26,0,54,0
08:52,22,43,62,10,10,20,22,0,50,0
08:54,23,38,43,8,7,26,29,0,58,0
08:56,20,46,59,5,19,41,33,0,53,0
08:58,20,50,38,13,13,24,36,0,64,10
09:00,914,390,1123,68,121,469,399,1085,181,295
09:02,54,71,84,9,29,39,52,15,49,13
09:04,39,54,79,8,7,27,30,39,61,13
09:06,41,47,65,11,7,30,24,12,56,6
09:08,16,51,79,4,5,25,26,20,70,21
09:10,41,33,80,12,11,17,21,23,40,10
09:12,28,62,63,8,7,22,27,0,73,0
09:14,32,49,81,10,20,39,26,3,40,17
09:16,30,46,75,18,11,18,28,9,34,31
09:18,25,50,73,8,6,33,24,0,55,0
09:20,33,47,57,3,18,28,33,0,70,0
09:22,31,44,72,11,9,23,30,0,48,8
09:24,29,34,67,6,14,26,24,36,39,50
09:26,34,56,54,7,10,22,31,0,45,2
09:28,23,60,62,6,14,32,31,24,55,9
09:30,186,97,178,31,37,168,129,77,156,32
09:32,40,68,79,8,1,13,28,2,65,11
09:34,31,52,91,12,32,41,29,32,42,31
09:36,38,65,85,12,13,25,32,1,46,12
09:38,33,62,66,4,19,20,48,0,87,16
09:40,40,53,60,12,8,25,40,0,65,1
09:42,20,44,46,6,9,28,32,6,68,0
09:44,30,53,82,9,15,34,30,13,74,5
09:46,26,46,63,9,9,33,46,0,78,10
09:48,17,43,56,11,11,18,33,27,49,5
09:50,17,54,57,19,23,49,35,19,56,25
09:52,20,45,58,4,7,24,34,0,61,0
09:54,29,36,69,7,14,29,42,0,27,34
09:56,24,59,91,8,11,31,40,0,45,0
09:58,42,53,59,5,16,57,45,11,48,0
10:00,1010,291,567,67,235,588,492,315,102,278
10:02,85,81,140,8,19,62,72,0,67,25
10:04,55,59,66,10,12,32,61,26,61,14
10:06,61,63,94,9,12,32,46,12,48,0
10:08,54,50,90,5,7,25,47,57,52,6
10:10,33,58,79,10,13,36,43,19,53,0
10:12,34,52,119,5,10,25,19,0,54,1
10:14,48,58,60,17,11,26,31,20,48,5
10:16,40,60,87,9,10,36,32,0,57,0
10:18,30,58,86,6,24,30,54,0,78,17
10:20,35,45,85,4,6,18,41,11,56,0
10:22,29,49,72,3,14,43,37,11,70,32
10:24,21,69,52,13,17,32,31,0,39,5
10:26,30,64,58,6,13,29,41,13,76,8
10:28,41,56,72,12,13,40,30,27,62,19
10:30,187,123,157,29,49,277,98,14,306,18
10:32,26,39,48,7,13,23,38,0,93,0
10:34,33,48,91,9,14,34,44,17,66,1
10:36,28,47,80,5,5,23,36,7,57,23
10:38,22,52,80,7,13,37,28,46,75,15
10:40,28,64,61,12,16,25,41,59,74,31
10:42,28,56,43,6,13,31,36,7,51,0
10:44,31,39,65,13,16,38,40,2,38,0
10:46,32,56,77,11,12,30,39,0,78,3
10:48,37,67,67,10,21,33,42,25,61,0
10:50,32,48,70,8,12,30,9,0,51,13
10:52,33,73,68,10,15,29,33,16,45,7
10:54,23,50,87,4,12,24,48,0,38,2
10:56,23,58,75,6,13,28,40,36,48,5
10:58,30,72,72,7,21,45,37,31,50,17
11:00,787,550,414,99,382,692,439,317,134,399
11:02,58,105,101,19,22,74,69,3,49,26
11:04,39,109,62,6,19,63,52,34,74,3
11:06,44,82,78,14,9,39,47,52,86,0
11:08,44,99,91,9,21,29,57,0,52,10
11:10,41,63,81,16,39,38,40,10,55,20
11:12,29,73,92,16,31,38,60,9,24,0
11:14,41,79,99,7,16,38,33,7,57,8
11:16,43,56,81,10,22,42,43,0,50,24
11:18,34,46,61,10,13,34,41,15,49,8
11:20,31,73,62,6,9,36,50,26,48,0
11:22,26,53,71,3,16,44,34,18,30,17
11:24,30,61,43,6,26,32,48,57,49,21
11:26,35,55,63,12,19,32,45,0,51,12
11:28,43,62,99,14,19,24,30,58,72,14
11:30,65,111,166,37,104,214,99,39,503,67
11:32,30,62,83,19,36,34,46,19,141,34
11:34,26,54,69,7,12,50,41,9,67,10
11:36,27,79,50,12,15,38,48,0,76,15
11:38,26,69,67,10,18,38,31,2,89,1
11:40,22,60,56,9,15,37,38,0,53,18
11:42,29,80,73,12,18,33,43,0,51,13
11:44,23,57,80,13,8,30,39,7,45,29
11:46,41,49,64,13,14,27,29,0,55,7
11:48,28,73,64,9,14,40,35,0,51,14
11:50,20,64,83,9,19,45,42,0,74,2
11:52,19,64,33,8,24,35,33,13,45,5
11:54,25,77,81,9,21,47,40,0,32,18
11:56,34,83,92,3,16,59,44,26,46,17
11:58,33,76,77,9,22,48,49,21,67,41
12:00,414,415,373,141,388,671,316,560,165,638
12:02,50,74,90,19,41,61,46,14,74,45
12:04,37,64,65,10,38,49,24,59,37,1
12:06,32,64,86,4,23,46,27,52,48,11
12:08,29,77,75,9,24,35,32,4,85,31
12:10,37,80,85,15,25,91,35,17,52,8
12:12,22,57,68,6,20,37,34,12,81,42
12:14,37,62,48,13,17,50,28,3,76,14
12:16,54,79,72,17,23,35,52,0,92,29
12:18,32,84,63,10,26,49,34,44,54,14
12:20,20,58,51,9,48,42,42,0,44,10
12:22,33,70,54,10,14,39,34,13,78,10
12:24,27,76,76,12,32,49,27,0,74,17
12:26,21,56,49,12,25,49,38,27,69,30
12:28,41,79,68,14,36,40,32,55,93,65
12:30,56,118,105,56,202,220,82,50,611,54
12:32,22,55,62,20,33,56,25,27,141,16
12:34,35,58,74,11,21,36,41,12,70,7
12:36,25,78,40,7,28,51,29,58,77,15
12:38,41,60,92,13,21,33,48,9,53,0
12:40,16,63,42,10,19,50,40,4,47,54
12:42,18,74,63,17,39,47,25,75,58,66
12:44,37,66,80,8,28,37,51,73,73,49
12:46,37,66,47,13,34,53,47,7,64,7
12:48,19,74,63,20,20,43,36,0,81,0
12:50,29,66,36,15,33,37,29,15,100,19
12:52,23,60,41,12,20,23,29,22,94,12
12:54,30,67,40,15,26,46,45,40,72,58
12:56,29,64,41,14,25,31,18,46,51,92
12:58,30,63,52,15,16,44,40,37,64,21
13:00,235,488,395,249,731,968,451,713,203,1063
13:02,47,104,68,42,42,85,50,145,80,169
13:04,37,85,60,15,24,79,37,27,61,26
13:06,51,76,49,22,19,45,43,8,68,35
13:08,36,72,49,18,21,41,23,70,59,1
13:10,47,68,51,18,24,168,40,34,99,38
13:12,31,65,50,18,44,65,34,33,75,27
13:14,30,91,58,13,35,36,45,11,67,32
13:16,33,78,59,15,46,61,41,64,91,34
13:18,40,79,42,17,24,45,33,36,66,43
13:20,44,74,53,14,32,49,52,33,59,51
13:22,30,67,41,14,44,52,35,41,39,31
13:24,44,77,41,15,35,35,32,17,92,10
13:26,21,89,57,17,48,74,52,18,83,23
13:28,39,69,51,19,25,48,47,40,55,17
13:30,44,187,71,47,80,197,117,87,352,110
13:32,32,69,51,21,27,47,25,19,96,23
13:34,47,75,41,16,20,40,46,24,78,75
13:36,29,79,60,10,35,36,44,50,67,25
13:38,23,82,58,18,40,40,25,1,65,26
13:40,19,73,49,22,21,52,24,22,61,26
13:42,30,78,46,16,43,51,44,61,93,30
13:44,50,81,76,20,35,33,54,20,93,24
13:46,33,80,55,25,36,46,37,31,87,5
13:48,27,61,39,13,18,53,53,23,61,29
13:50,27,78,64,17,30,47,42,25,42,12
13:52,23,83,53,17,21,42,53,47,81,30
13:54,21,78,36,18,37,55,30,42,79,16
13:56,28,65,22,23,27,45,41,16,85,53
13:58,17,93,37,29,41,49,51,100,89,33
14:00,118,413,111,387,803,1040,520,1204,301,1382
14:02,37,146,34,38,97,113,78,110,79,147
14:04,42,98,39,24,35,106,34,20,87,44
14:06,37,89,51,19,53,113,43,118,73,38
14:08,38,86,42,20,45,63,46,62,82,72
14:10,27,73,27,25,38,116,48,61,54,49
14:12,30,79,25,18,31,62,37,52,61,50
14:14,43,59,31,27,47,62,64,12,61,48
14:16,35,72,49,24,39,111,63,45,102,15
14:18,35,70,40,19,19,101,64,38,72,27
14:20,32,80,32,25,25,76,44,0,35,2
14:22,14,63,19,16,42,66,45,3,97,57
14:24,28,83,39,19,44,55,50,48,68,81
14:26,42,97,41,22,35,60,41,15,60,7
14:28,30,98,54,22,36,56,51,19,99,16
14:30,34,151,96,52,192,258,317,88,389,167
14:32,25,90,30,16,40,60,36,3,101,48
14:34,29,59,39,15,33,56,48,15,86,12
14:36,24,81,80,31,42,31,50,57,67,22
14:38,26,96,27,26,44,47,50,30,77,26
14:40,24,83,44,22,38,42,38,34,76,44
14:42,36,84,49,19,34,50,42,22,94,33
14:44,28,78,61,16,44,63,45,84,91,62
14:46,29,102,24,35,20,47,42,0,85,29
14:48,22,77,34,16,40,36,55,0,78,39
14:50,26,80,36,32,31,50,63,32,94,20
14:52,42,82,43,26,59,69,48,36,62,83
14:54,23,128,41,34,49,53,59,42,83,22
14:56,17,94,43,25,38,53,68,45,46,39
14:58,32,77,49,17,75,63,55,63,86,113
15:00,262,705,314,427,1020,1259,1110,1492,347,1457
15:02,35,164,38,38,111,77,76,123,88,221
15:04,20,128,59,32,66,63,78,44,43,88
15:06,30,134,22,31,57,115,75,90,73,63
15:08,20,92,36,29,43,51,62,38,67,75
15:10,30,98,29,29,42,54,54,106,56,50
15:12,24,102,50,33,74,54,51,48,49,69
15:14,25,115,64,25,44,63,69,50,65,12
15:16,25,117,47,15,34,72,48,35,63,27
15:18,16,102,34,51,33,67,52,10,50,78
15:20,20,114,29,42,66,57,49,14,54,70
15:22,15,110,34,36,45,53,52,0,31,55
15:24,21,74,26,31,36,42,36,52,55,59
15:26,19,91,39,37,34,45,51,6,56,4
15:28,23,84,40,22,36,63,56,59,53,85
15:30,104,171,198,107,182,331,317,142,135,245
15:32,30,87,45,33,65,74,90,22,63,77
15:34,20,85,49,25,40,52,68,41,65,43
15:36,31,80,33,27,29,57,57,26,56,39
15:38,26,101,41,30,48,43,62,84,45,70
15:40,36,105,31,48,34,61,42,86,32,15
15:42,34,82,44,33,60,45,46,61,53,76
15:44,30,93,46,43,64,62,62,41,111,79
15:46,30,100,27,24,36,51,77,22,70,48
15:48,17,85,35,29,46,43,75,21,72,73
15:50,17,89,38,30,39,49,84,42,48,19
15:52,26,100,45,28,30,53,73,7,46,19
15:54,17,86,57,25,36,62,62,41,93,44
15:56,17,99,30,36,75,64,94,65,55,59
15:58,26,119,37,46,93,81,115,77,55,92
16:00,67,479,102,402,1758,1107,2036,1717,172,1801
16:02,16,186,18,72,133,165,225,208,48,237
16:04,28,122,43,47,107,128,149,65,50,154
16:06,20,132,18,45,76,68,124,74,54,55
16:08,28,83,42,42,97,90,121,102,69,76
16:10,19,106,28,40,75,62,99,28,40,78
16:12,29,105,55,46,55,48,74,14,63,43
16:14,24,97,24,39,69,73,96,101,86,79
16:16,28,113,31,45,97,73,106,51,85,77
16:18,27,100,32,38,60,57,74,41,47,33
16:20,23,116,38,44,81,52,130,112,62,39
16:22,20,84,35,36,48,44,86,1,52,8
16:24,25,105,21,46,62,50,81,63,66,17
16:26,19,83,30,37,61,53,100,11,95,47
16:28,17,72,34,29,53,73,75,36,82,29
16:30,26,136,24,97,335,498,758,150,403,161
16:32,17,98,38,29,51,69,93,13,69,42
16:34,18,57,47,35,54,85,75,48,58,28
16:36,25,96,34,35,57,51,93,93,39,54
16:38,24,75,21,38,48,53,73,36,37,35
16:40,30,106,27,44,66,66,74,52,55,67
16:42,22,76,26,41,48,49,75,26,50,105
16:44,13,71,31,46,58,67,83,32,65,57
16:46,19,71,27,46,51,67,91,69,31,87
16:48,11,77,22,36,45,44,85,43,47,71
16:50,19,77,23,31,50,63,76,27,46,43
16:52,19,85,29,42,40,59,78,39,42,41
16:54,28,67,31,44,67,74,80,37,31,72
16:56,37,98,26,41,92,43,108,58,57,44
16:58,13,99,21,33,109,88,109,23,27,86
17:00,61,491,80,572,1253,1440,1968,1768,310,1544
17:02,25,120,21,70,131,132,208,117,48,197
17:04,18,99,25,48,68,68,141,111,46,88
17:06,24,133,18,48,80,81,148,164,55,42
17:08,16,114,21,58,64,71,90,112,47,85
17:10,5,104,16,48,74,79,120,66,49,128
17:12,13,83,33,64,66,94,115,57,67,35
17:14,13,88,20,49,81,76,118,84,56,85
17:16,9,74,35,60,68,52,95,62,74,65
17:18,17,85,16,47,74,85,102,97,74,68
17:20,16,101,22,50,59,72,128,47,50,47
17:22,21,57,18,51,65,56,92,28,42,43
17:24,3,70,31,55,57,62,91,16,27,50
17:26,21,78,32,51,71,66,101,63,36,33
17:28,13,74,23,49,66,69,97,9,48,45
17:30,25,151,23,180,262,327,482,126,173,316
17:32,10,62,30,48,53,76,103,36,38,71
17:34,23,75,23,67,38,78,83,0,25,29
17:36,11,66,13,50,39,69,85,13,27,41
17:38,9,87,19,50,41,59,71,19,14,52
17:40,13,59,27,45,36,63,60,24,48,57
17:42,7,63,12,43,52,64,88,10,23,69
17:44,8,60,17,45,48,63,85,27,21,46
17:46,12,65,16,61,65,79,51,83,15,24
17:48,11,64,24,42,50,65,97,54,39,38
17:50,18,59,20,48,63,78,81,24,23,22
17:52,6,72,15,53,50,67,79,82,25,38
17:54,8,62,13,42,64,51,70,38,23,25
17:56,10,65,14,55,58,84,101,27,32,38
17:58,11,60,19,57,83,80,88,60,44,59
18:00,25,303,21,451,694,778,572,594,133,883
18:02,11,85,11,69,103,101,107,145,28,101
18:04,12,67,10,66,93,112,98,97,21,79
18:06,15,88,12,60,72,78,88,60,12,65
18:08,9,82,14,80,56,62,92,80,26,88
18:10,5,60,23,73,77,66,70,126,12,117
18:12,19,70,16,61,45,77,79,29,25,50
18:14,17,81,6,75,39,62,87,30,24,48
18:16,19,74,19,77,55,69,99,16,76,42
18:18,10,82,17,72,64,77,70,41,34,57
18:20,11,76,29,58,63,76,58,17,20,64
18:22,8,50,16,65,47,66,71,41,13,66
18:24,8,64,10,51,39,42,82,45,19,78
18:26,8,69,11,54,36,51,67,39,48,107
18:28,15,81,27,60,59,64,64,71,23,135
18:30,11,199,18,215,160,317,273,267,43,200
18:32,15,66,28,72,55,75,70,16,35,87
18:34,11,57,4,70,47,55,78,146,17,64
18:36,14,70,22,50,41,54,53,30,15,47
18:38,8,89,16,72,65,66,72,30,9,64
18:40,10,69,9,60,35,54,67,46,29,50
18:42,4,51,11,47,37,48,52,7,23,40
18:44,7,68,6,57,34,56,80,28,26,25
18:46,8,61,9,50,56,57,75,21,28,42
18:48,13,61,5,54,49,62,56,45,15,45
18:50,6,50,35,51,45,37,60,40,30,53
18:52,13,56,18,48,41,56,54,46,25,20
18:54,2,42,14,46,31,55,63,17,10,31
18:56,11,35,7,54,51,53,65,40,32,56
18:58,9,62,14,52,63,49,76,77,12,79
19:00,113,156,16,494,872,583,384,450,111,665
19:02,8,70,8,79,98,101,99,63,7,102
19:04,5,90,16,84,65,74,57,31,8,48
