Label,Number Of Video JPN,Number Of Video RUS,Number Of Video KOR,Number Of Video MEX,Number Of Video CAN,Number Of Video DEU,Number Of Video FRA,Number Of Video GBR,Number Of Video IND,Number Of Video USA
07:36,67,55,81,36,79,73,55,91,189,54
07:40,25,52,85,28,17,22,20,14,145,12
07:44,43,73,139,35,34,45,21,23,121,6
07:48,37,57,99,36,32,44,31,5,106,12
07:52,32,58,115,28,32,47,41,13,87,79
07:56,41,71,81,15,31,29,34,46,102,21
08:00,514,379,782,87,131,314,245,336,181,299
08:04,55,107,127,15,24,58,41,29,123,37
08:08,48,98,105,15,26,50,29,132,121,12
08:12,38,92,131,27,29,52,35,0,134,16
08:16,44,89,133,14,13,47,55,32,104,1
08:20,46,86,138,19,15,63,37,19,118,30
08:24,60,95,152,21,28,41,40,23,117,28
08:28,66,111,166,17,79,108,87,37,216,38
08:32,101,104,151,26,90,105,100,109,219,122
08:36,86,80,139,58,116,121,115,131,180,138
08:40,63,99,98,19,24,42,47,42,121,28
08:44,51,81,139,21,42,59,42,56,94,14
08:48,52,99,92,24,26,74,55,19,131,4
08:52,52,86,117,22,21,46,40,0,93,0
08:56,35,90,101,16,28,65,72,0,130,10
09:00,963,454,1200,80,153,502,456,1100,228,305
09:04,89,106,146,14,14,57,64,39,104,16
09:08,40,102,143,18,10,51,39,42,121,30
09:12,66,98,149,18,32,51,55,14,124,16
09:16,61,92,136,26,19,50,51,11,71,39
09:20,61,93,146,12,27,60,59,0,135,2
09:24,66,83,123,18,25,51,51,36,82,58
09:28,126,144,172,26,25,109,98,48,123,9
09:32,156,145,211,28,44,134,126,80,199,43
09:36,68,113,165,20,42,55,71,8,91,50
09:40,61,106,123,18,21,47,75,6,156,10
09:44,58,100,140,15,21,63,73,13,146,15
09:48,35,100,117,25,36,65,76,41,113,13
09:52,44,83,104,15,15,58,66,5,109,17
09:56,59,97,178,16,27,74,87,0,81,34
10:00,1076,377,685,73,256,650,563,326,158,285
10:04,121,123,153,24,26,78,101,26,117,32
10:08,104,107,170,12,22,58,93,88,100,6
10:12,74,105,200,17,15,49,55,6,109,6
10:16,87,117,156,19,28,69,76,14,123,9
10:20,58,108,160,9,29,57,94,11,137,17
10:24,54,124,116,19,32,72,67,11,114,28
10:28,142,143,177,31,47,189,103,52,235,45
10:32,147,133,195,27,41,175,106,5,280,0
10:36,47,95,155,10,14,59,70,36,128,24
10:40,57,117,113,18,34,59,74,97,143,46
10:44,57,88,140,22,24,74,77,2,101,0
10:48,75,123,139,19,36,59,69,25,123,16
10:52,59,124,132,16,31,56,60,16,92,9
10:56,58,109,165,14,29,64,83,67,99,15
11:00,835,654,504,111,406,761,496,317,178,432
11:04,77,198,149,21,27,109,107,89,144,3
11:08,85,172,177,21,43,69,95,0,122,30
11:12,71,145,176,31,61,76,91,26,60,8
11:16,76,116,151,17,37,83,85,15,121,25
11:20,68,126,124,15,27,67,91,26,83,12
11:24,58,115,121,16,38,75,89,75,85,33
11:28,95,139,206,33,68,138,85,62,278,31
11:32,76,148,210,43,111,172,134,54,509,106
11:36,44,146,114,18,31,82,79,11,159,15
11:40,61,132,125,20,30,72,77,0,107,26
11:44,58,111,149,28,28,62,77,7,105,39
11:48,56,146,123,19,27,71,76,0,110,17
11:52,40,117,144,19,51,84,64,13,92,18
11:56,64,161,162,10,34,105,85,29,95,50
12:00,452,502,451,154,413,733,373,578,235,662
12:04,84,123,164,23,71,96,61,104,98,40
12:08,62,158,152,24,51,89,57,40,153,40
12:12,54,115,134,16,43,128,66,14,119,61
12:16,92,162,131,26,42,79,87,45,171,45
12:20,55,133,105,18,64,90,75,2,129,11
12:24,53,145,126,26,56,84,62,36,122,29
12:28,81,153,154,41,110,166,90,93,348,132
12:32,67,152,146,61,180,193,85,55,569,37
12:36,61,140,114,19,52,92,71,67,143,15
12:40,44,124,124,22,47,99,81,58,106,76
12:44,70,141,138,24,67,80,90,101,139,93
12:48,52,132,103,39,53,88,73,0,166,14
12:52,51,136,91,23,45,64,65,77,179,73
12:56,55,124,80,25,44,72,60,46,118,105
13:00,265,577,450,284,761,1030,494,848,266,1180
13:04,102,167,130,43,64,149,93,74,139,115
13:08,84,149,95,38,38,88,58,100,159,29
13:12,56,141,90,32,78,221,75,56,153,66
13:16,82,160,124,28,67,105,76,64,142,55
13:20,70,151,91,35,66,98,93,85,113,101
13:24,77,147,85,29,85,99,75,42,153,45
13:28,69,209,110,44,63,162,112,90,205,73
13:32,88,196,115,59,102,178,122,89,395,121
13:36,52,172,108,30,73,88,83,59,121,65
13:40,48,138,108,34,48,97,62,23,142,56
13:44,79,173,115,53,85,86,92,112,176,52
13:48,59,134,108,28,50,90,90,40,129,39
13:52,43,162,95,30,48,95,90,88,167,51
13:56,49,156,61,48,75,98,78,91,132,86
14:00,144,528,144,426,884,1129,597,1312,402,1457
14:04,92,214,87,45,101,198,84,139,170,154
14:08,57,174,79,42,81,150,91,133,128,102
14:12,58,139,58,44,66,187,89,79,115,84
14:16,83,135,83,45,84,200,135,76,187,61
14:20,55,156,56,48,56,149,92,20,110,30
14:24,52,155,84,33,76,129,100,48,159,124
14:28,62,217,97,54,131,179,197,36,295,64
14:32,64,204,110,57,174,246,253,98,350,175
14:36,55,147,108,52,77,84,101,74,159,46
14:40,58,185,94,48,82,94,71,68,152,74
14:44,64,178,90,49,71,114,91,91,172,91
14:48,41,152,62,41,57,80,107,3,189,71
14:52,67,183,82,60,113,119,112,78,151,95
14:56,46,206,88,51,86,111,120,83,111,83
15:00,299,840,362,461,1130,1338,1196,1631,446,1672
15:04,43,267,91,56,136,137,132,149,110,209
15:08,58,194,58,54,102,154,133,103,152,132
15:12,45,218,103,66,103,99,104,130,104,102
15:16,46,236,94,50,81,142,125,77,115,95
15:20,41,215,61,89,109,123,94,14,99,138
15:24,34,165,66,68,71,89,84,52,94,59
15:28,74,212,125,82,146,212,220,154,133,182
15:32,103,222,204,109,170,310,300,116,184,237
15:36,61,178,71,54,72,98,132,59,114,121
15:40,56,198,77,80,96,103,88,188,77,61
15:44,73,189,75,74,111,121,134,68,194,168
15:48,33,174,60,58,75,84,145,45,102,96
15:52,40,182,109,56,81,110,146,41,114,69
15:56,39,202,68,76,136,144,182,160,144,103
16:00,93,637,135,448,1878,1232,2204,1814,213,1974
16:04,46,284,64,110,197,233,336,188,102,295
16:08,42,187,59,93,170,151,222,176,122,156
16:12,54,217,78,76,128,115,167,42,136,104
16:16,60,218,60,86,164,142,203,169,133,133
16:20,37,203,69,86,138,100,200,136,120,61
16:24,46,187,59,82,117,102,193,75,143,47
16:28,41,184,57,88,217,307,399,104,296,107
16:32,38,185,77,96,273,393,592,120,334,159
16:36,44,163,76,76,111,132,178,129,88,89
16:40,55,175,35,86,120,120,153,84,97,133
16:44,38,149,66,85,111,124,166,92,106,182
16:48,26,152,45,81,95,105,158,78,71,110
16:52,47,152,50,74,100,127,164,57,94,116
16:56,55,183,57,74,169,126,183,95,80,112
17:00,76,610,104,626,1396,1558,2174,1833,357,1718
17:04,54,222,46,113,165,165,294,311,90,177
17:08,21,237,33,95,131,141,220,204,101,217
17:12,17,175,50,115,145,182,232,143,113,88
17:16,29,157,61,109,142,131,197,86,130,151
17:20,39,175,38,104,125,139,227,144,122,77
17:24,21,141,58,111,126,122,186,73,71,96
17:28,34,186,44,147,235,257,360,94,131,235
17:32,41,167,57,173,214,289,424,98,152,221
17:36,23,148,27,115,67,138,159,14,47,87
17:40,22,134,45,101,85,131,134,42,72,133
17:44,21,126,26,93,104,124,157,92,33,94
17:48,22,127,44,90,106,145,159,84,55,46
17:52,15,136,36,110,122,135,154,133,50,65
17:56,17,123,28,97,130,149,183,58,64,96
18:00,40,381,40,523,797,873,680,671,173,953
18:04,24,162,21,120,170,197,184,240,44,176
18:08,18,144,27,143,130,134,177,137,33,151
18:12,31,143,36,137,107,146,157,151,37,152
18:16,34,155,22,155,103,139,175,35,113,76
18:20,21,142,48,116,122,140,137,72,45,132
18:24,14,119,26,117,88,108,152,92,46,143
18:28,27,210,44,190,139,226,237,139,73,276
18:32,20,202,38,222,172,275,225,286,56,254
18:36,30,137,31,112,94,122,137,119,32,105
18:40,14,141,19,120,85,113,127,69,42,109
18:44,13,123,19,106,81,98,151,42,62,88
18:48,20,119,26,112,104,115,112,69,44,74
18:52,16,99,48,89,69,104,126,76,38,62
18:56,18,83,16,113,99,95,120,81,49,104
19:00,123,230,29,560,959,668,472,547,115,759
19:04,13,172,26,148,147,175,150,49,16,158
19:08,14,135,20,156,116,150,131,150,37,164
19:12,23,127,15,133,103,117,144,122,36,120
19:16,8,123,32,132,132,152,190,110,42,46
19:20,11,118,22,127,87,116,143,100,31,69
19:24,25,89,16,119,100,129,145,92,19,78
19:28,12,148,42,148,154,185,219,186,48,106
19:32,16,136,44,216,181,167,214,199,42,135
19:36,19,106,41,133,106,102,121,67,22,99
19:40,14,110,25,125,96,91,140,60,22,94
19:44,9,98,30,108,93,107,172,70,32,50
19:48,13,115,5,129,105,124,149,85,19,90
19:52,9,102,20,115,111,101,114,83,21,104
19:56,26,109,33,124,113,88,128,173,16,112
20:00,52,163,150,583,878,409,275,362,43,685
20:04,21,82,33,154,159,128,113,113,8,199
20:08,18,107,28,147,121,96,173,72,16,110
20:12,19,96,15,127,93,104,105,65,24,56
20:16,18,89,25,117,139,105,148,116,22,185
20:20,18,105,19,103,104,101,154,71,15,74
20:24,8,75,26,120,107,93,139,41,12,111
20:28,8,111,24,163,162,142,151,241,26,158
20:32,14,104,27,184,184,141,169,124,32,135
20:36,15,78,23,138,103,94,136,42,19,76
20:40,22,81,21,148,140,96,120,76,38,59
20:44,14,83,13,145,105,114,153,125,28,89
20:48,15,77,10,126,126,151,135,38,20,75
20:52,6,66,32,141,108,133,120,81,15,62
20:56,19,75,25,122,82,105,123,19,16,87
21:00,40,139,60,568,616,299,218,331,28,705
21:04,19,70,27,195,162,135,134,119,14,139
21:08,18,92,29,149,112,224,157,103,21,121
21:12,17,74,29,146,137,109,110,179,28,167
21:16,19,145,19,142,145,329,193,113,35,131
21:20,23,91,8,136,97,217,138,71,26,45
21:24,16,66,28,134,119,111,111,59,9,89
21:28,29,65,70,216,170,170,96,132,14,142
21:32,32,73,24,148,156,165,120,131,22,68
21:36,24,79,14,123,80,98,104,26,16,51
21:40,22,69,23,136,98,100,101,43,24,89
21:44,18,48,24,139,97,102,102,82,18,67
21:48,40,56,22,142,104,74,102,72,15,53
21:52,17,57,21,131,116,84,110,116,34,83
21:56,34,54,26,178,120,98,94,42,53,100
22:00,117,114,112,594,745,271,179,530,55,783
22:04,41,91,27,151,151,79,86,101,28,102
22:08,40,58,22,134,111,72,111,42,29,49
22:12,30,56,10,148,114,54,81,109,17,146
22:16,31,45,44,169,136,62,100,29,15,115
22:20,36,56,23,134,108,77,83,90,32,76
22:24,20,48,42,121,95,55,81,67,38,70
22:28,33,55,41,208,114,82,92,72,80,62
22:32,21,55,50,195,137,86,79,108,49,132
22:36,19,46,29,125,89,35,53,52,21,83
22:40,27,21,34,160,84,40,75,31,27,58
22:44,27,30,31,140,121,66,71,139,37,64
22:48,23,27,32,130,69,47,69,95,28,37
22:52,32,34,38,145,85,39,68,84,26,43
22:56,58,43,37,156,127,71,88,51,45,144
23:00,158,64,307,592,471,278,170,244,130,460
23:04,28,30,44,159,93,35,53,113,27,87
23:08,35,35,28,140,79,66,72,45,18,61
23:12,39,43,19,126,109,55,59,73,15,106
23:16,59,27,29,170,114,42,64,21,15,83
23:20,34,42,41,142,75,41,56,78,25,76
23:24,24,20,16,154,90,43,60,27,29,58
23:28,38,27,59,170,128,53,50,102,63,85
23:32,20,27,46,194,117,46,40,69,64,134
23:36,32,34,33,147,82,41,46,67,12,35
23:40,27,26,24,185,91,42,52,27,27,84
23:44,28,36,34,208,70,45,55,48,31,79
23:48,25,28,16,135,62,33,47,96,27,47
23:52,50,16,39,151,87,18,41,40,14,93
23:56,23,28,42,156,58,25,50,18,20,70
